frankfurter,pork,specialty fat,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,beef,tropical fruit,spread cheese,rolls/buns,waffles,chocolate,specialty chocolate,hair spray,shopping bags,,,,,,,,,,,,,,,,,,,,,,
oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,sliced cheese,rolls/buns,coffee,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,sugar,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,brown bread,brandy,detergent,dish cleaner,female sanitary products,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,misc. beverages,long life bakery product,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen fruits,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,other vegetables,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,butter,domestic eggs,salt,sugar,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,citrus fruit,grapes,berries,butter milk,frozen meals,domestic eggs,cat food,coffee,bottled water,soda,fruit/vegetable juice,waffles,hygiene articles,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,hamburger meat,spices,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,UHT-milk,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,coffee,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,curd,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,bottled beer,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,female sanitary products,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,grapes,ice cream,frozen potato products,rolls/buns,pastry,soda,misc. beverages,salty snack,long life bakery product,chewing gum,specialty bar,napkins,photo/film,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,whole milk,butter,whipped/sour cream,condensed milk,roll products ,oil,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
liver loaf,tropical fruit,pip fruit,grapes,whole milk,curd,whipped/sour cream,frozen vegetables,baking powder,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,soda,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,butter,domestic eggs,flour,oil,sugar,baking powder,white wine,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,
pork,brown bread,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,curd,roll products ,vinegar,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,sugar,bottled beer,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,pasta,jam,sweet spreads,coffee,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,berries,yogurt,cream cheese ,brown bread,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,beverages,rolls/buns,fruit/vegetable juice,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,butter,frozen vegetables,rolls/buns,brown bread,fruit/vegetable juice,cleaner,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,soups,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,soda,bottled beer,liquor (appetizer),bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,other vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,rolls/buns,bottled water,long life bakery product,decalcifier,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
dessert,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,dessert,yogurt,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,rolls/buns,fruit/vegetable juice,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,oil,margarine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,waffles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,rolls/buns,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,
spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,citrus fruit,root vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,condensed milk,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,margarine,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,brown bread,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,tropical fruit,rolls/buns,rice,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,UHT-milk,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,curd,UHT-milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
meat,whole milk,frozen potato products,margarine,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,yogurt,rolls/buns,jam,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,fish,other vegetables,brown bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,citrus fruit,tropical fruit,grapes,root vegetables,onions,other vegetables,rolls/buns,brown bread,pastry,pickled vegetables,jam,cat food,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,
onions,butter,roll products ,oil,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,ice cream,Instant food products,canned fish,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,sweet spreads,bottled water,skin care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,domestic eggs,canned fruit,dog food,misc. beverages,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
onions,yogurt,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,butter milk,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,pastry,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,brown bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,onions,other vegetables,chewing gum,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,beef,pip fruit,packaged fruit/vegetables,whole milk,pastry,margarine,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,rolls/buns,vinegar,sugar,mustard,cat food,napkins,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,rolls/buns,flour,salt,vinegar,sugar,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,ham,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,rolls/buns,bottled water,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,hamburger meat,other vegetables,whole milk,whipped/sour cream,frozen meals,baking powder,coffee,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,condensed milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,whipped/sour cream,detergent,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,whole milk,whipped/sour cream,oil,pickled vegetables,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,dessert,canned fruit,soda,snack products,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,whole milk,ice cream,bottled beer,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,frozen dessert,white wine,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,yogurt,beverages,rolls/buns,flour,margarine,cat food,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whipped/sour cream,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,sugar,bottled water,bottled beer,red/blush wine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,bottled water,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,herbs,butter,domestic eggs,oil,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,whipped/sour cream,soft cheese,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,yogurt,roll products ,margarine,sugar,bottled water,napkins,house keeping products,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,yogurt,beverages,brown bread,specialty chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,cream,cream cheese ,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,oil,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,fish,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,mustard,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,berries,whole milk,yogurt,brown bread,pastry,margarine,fruit/vegetable juice,waffles,decalcifier,napkins,,,,,,,,,,,,,,,,,,,,
frankfurter,frozen meals,semi-finished bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,processed cheese,rolls/buns,pastry,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,organic sausage,pastry,fruit/vegetable juice,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,canned fish,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,rolls/buns,flour,pasta,oil,waffles,seasonal products,female sanitary products,,,,,,,,,,,,,,,,,,,
curd,bottled water,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,butter,yogurt,whipped/sour cream,frozen meals,pasta,oil,fruit/vegetable juice,waffles,dishes,cookware,,,,,,,,,,,,,,,,,,,
yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,curd,ice cream,rolls/buns,sugar,soda,napkins,pot plants,,,,,,,,,,,,,,,,,,,,,,
detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,sweet spreads,coffee,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,yogurt,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauces,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,condensed milk,rolls/buns,pickled vegetables,bottled water,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,onions,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,rolls/buns,margarine,canned vegetables,soda,salty snack,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,pip fruit,other vegetables,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,soft cheese,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,root vegetables,whole milk,UHT-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,pickled vegetables,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,tropical fruit,yogurt,UHT-milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,coffee,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,UHT-milk,rolls/buns,pastry,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,sliced cheese,mustard,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,other vegetables,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,hard cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beverages,sliced cheese,rolls/buns,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,canned beer,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,long life bakery product,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,UHT-milk,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,soda,bottled beer,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,other vegetables,roll products ,pasta,oil,margarine,coffee,bottled water,detergent,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,rolls/buns,chewing gum,candles,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,yogurt,spread cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,whole milk,butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pip fruit,herbs,other vegetables,butter,rolls/buns,white bread,oil,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,pip fruit,yogurt,rolls/buns,flour,margarine,soups,bottled water,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,beverages,mustard,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pip fruit,whole milk,rolls/buns,honey,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,mayonnaise,brown bread,margarine,sugar,ketchup,dish cleaner,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,other vegetables,whole milk,oil,instant coffee,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,other vegetables,yogurt,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,margarine,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,root vegetables,yogurt,mayonnaise,rolls/buns,brown bread,roll products ,margarine,coffee,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter,butter milk,brown bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,rice,soda,detergent,softener,decalcifier,napkins,shopping bags,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,whole milk,bottled water,specialty bar,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
